PROFONDEUR_TOIT	PROFONDEUR_BASE	ID_UNITE_GEOL	NPXY
0.2	0.8	9141	2
11.8	12	14468	12
1.3	5.25	8241	7e1
5.85	18	9662	9a
10	16	6246	7e
0	1.8	8571	2
52	64	8199	7e
3	4.15	8091	2
10	18	12555	6e
11.4	16	13767	9a
0.2	0.7	13846	2
46.6	65.5	6998	7d
4.75	12.15	9588	9c
1.2	2.9	13362	2d
12.4	20	8420	9a
8.4	9.2	13155	7c1
0	4	7650	2
3	4.7	8621	6d2
48	74	2790	9b
0	0.3	8847	1
9.5	15	13263	9a
1.1	1.4	9151	2
0.1	0.4	9324	3b2
0	25	13544	7d
0.85	1.1	9074	6c12
10.9	20	1802	9a
11.1	12.5	2797	6e12
0.25	1.4	9285	3
12.8	15.7	11749	4b
0.7	1.4	7703	7d
11.1	12.4	9602	7c1
0.6	1	9435	2
1.9	2.8	9146	6c2
7.6	15	9643	9a
3.2	5.1	11979	4a
5.3	6	13425	7c
0.3	1	8397	2
43.5	59	9673	9a
0	0.3	14342	1
4.2	6.2	8436	6d1
34.5	39.5	11850	9a
7.5	9.8	13877	6b
29.9	37	1897	9a
5.3	6	7455	9c
0	8	9598	7
2	3.2	11999	6c
12.4	15.8	8933	6d12
1.3	2	9216	6b
6.4	9.8	7419	14-15
79	80.1	7929	14-15
0.7	1.6	8953	3d
2.4	4	13367	5d
8	30	13006	6d
2.85	4	12165	6d1
8.7	9.5	13369	7d
0.7	1.05	9616	1
1	6	2702	7b
41.4	45	8104	9b
4.5	4.7	14455	6b
0	1.1	7720	2
1.4	1.7	7806	3
2.1	5	8701	6e12
0	0.55	14453	2
10.5	11.8	7837	7c
0.45	5.65	9629	7d1
1.6	2	14370	2
2	2.6	7933	5e2
4.05	5.5	13446	6d12
50	60	4279	12c
0.4	1.1	8675	3
0.2	1.2	8564	2
12	13.25	13447	7d1
0	0.8	7759	2
0	0.6	9180	1
78	96	13429	9a
2	5	12151	3
0	0.1	8768	1
53.2	54.1	13968	7
0.15	2.35	13860	2
2	3	6665	7d
1.5	1.75	13302	3
7.2	13.5	2651	9a
23.8	35.7	7522	12c
22	26	6346	9a
0	4	6169	7e
5.1	6.1	7961	6e
0	0.2	8416	2
40.2	41	1922	13d
4	64	6113	7e
15.3	16	12542	9b
8.4	15	9121	6d2
50.3	56.5	11981	7d1
10.3	12.2	13967	6
0	0.2	9268	1
2.15	2.9	452	4a
0.9	2.3	8325	6e1
0.2	2.3	12107	2
22.2	23.46	11849	9a
2	3	9565	2
0	0.5	1907	1
6.4	8	11953	9c
5.15	21.5	12353	6d
4.9	10.5	9107	6e2
2	20	7655	7d
56	57	1002	9b
65.3	67	14341	7a
18.15	52.2	11852	9a
13.8	18	2321	9a
25.5	30	14318	6d
44.6	45.3	12086	12c
10.5	12.75	14352	4-9
26.2	26.8	12554	14-15
0	2	11839	3
2	4	11953	9c
0.3	22.9	7537	7d2
1.1	4.1	11912	6e1
0	1.8	2310	N/A
20	21.2	2374	7c12
30	58	642	7-12e
48.6	55.45	14265	6e
0.85	1.5	9220	6b1
1.4	6.4	9286	6b
0.6	0.85	9726	3d
16.9	19.8	11750	6a
14.8	19.9	1545	6e12
2	4	8691	6d
8	11.8	12008	4a
8.2	9.9	13738	6b
0	0.3	12204	1
10	11	9642	9b
4.2	5	8659	7c1
0	0.4	7995	1
0.8	1.3	2329	2
0.6	3.9	8863	6e1
3	10	8832	7e12
3.45	3.65	9208	6d1
35.6	38	8381	9a
0	0.2	13577	1
6.6	14	11948	9a
4.3	6.7	12018	7b
0.3	0.6	13455	2
16.9	23.6	7891	9a
0	0.4	1938	1
37.5	50	2674	9b
0	0.2	9189	1
45	70	9242	9a
30	31	12154	9a
13.4	14.6	12042	9a
0.3	0.5	13617	1
11.3	13.6	8235	9a
0	0.7	13297	2
0	0.2	8730	1
46	54	9430	9b
35.7	41.6	2538	9a
6.3	13.5	12102	9b
9.5	11	14389	9a
17.7	22.1	7979	6d2
1.6	7.6	9112	6b2
0	1.1	7880	2
0.65	1	13301	2
4.8	6	11876	4c
2.1	5.5	13845	7d
2	6	8526	7c
0	0.5	13301	2
3.5	4.7	9238	6a1
9	16	2327	9b
5.3	9.95	14450	7e
3.2	6.8	7135	14-15
24.5	80.3	7576	9a
0.3	1.3	1870	4b
1.8	3.15	12552	6e
4	8	2327	9a
5.65	6	9629	7b
15.8	20	2363	7c1
1.5	3.3	9185	6b
0	0.3	2652	2
4.1	6.4	12052	7c
0	0.35	9333	1
6.1	8.7	13271	7c1
0.45	2.65	11993	2
10.4	12.3	13595	6c1
0	0.3	13433	1
3.7	4.3	11985	9a
5.5	15.65	2366	6c2
52	54	8201	7a
0	0.3	13158	2
18.1	27.6	7867	9a
19.5	20.5	6251	7c
7.2	9.2	12133	2
2.3	4.1	12052	7a
5.9	10.4	11907	4a
3.3	4.5	8629	6d12
8	10	9611	9a
1.4	2	13403	6c
6	7.3	13825	7e12
1	2.6	13716	9a
6	14.5	1953	9a
36	38	8274	9b
1.9	5	13378	6d12
0	2.3	7082	2
11.5	16.5	14340	6d2
0.8	1.4	7717	3b
0	0.1	9195	1
5.4	10.7	13415	7c12
0.7	3	8889	3
5.5	7.3	8522	6c2
0	0.5	7729	2
0	0.1	2353	2
49.8	110	7011	9a
2.7	3	7668	3
2.2	3	13161	9a
0.8	1.3	7499	6c
3.3	6.8	12141	6b12
6	38	8270	7e
18	22	4260	7d
3.8	4.8	11875	5e2
2.5	4.5	7509	9a
2	4.6	6988	9a
67	72	14341	7c1
11.9	18.8	13314	7e12
33.15	34	2368	9a
16	42	11761	7d
7.4	8	8545	9a
74	82	5807	9e
31.2	35.2	13160	9a
1.5	2.1	12174	4
55.45	58.2	8073	12e
10	13.7	8330	6d
0	1	8264	3
2.7	3.5	8665	6d1
0	0.3	8804	1
0	0.2	9214	2
0	0.1	9227	1
0.3	3.2	8237	2
0	0.45	9628	6c1
0	0.3	8363	1
0.2	0.45	7965	2
6.35	15	12325	9a
0.8	2.3	6250	4b
0	2	14272	1-2
4.6	6.2	12366	6a
2.3	7.8	9172	6d2
0.6	3.35	7492	6a
1.1	1.8	12178	4a
2.4	5	2334	4b
10.3	13.1	13682	7d1
1.1	2.5	7880	2
0	0.2	11959	2
21	23	13973	6
64	88	7078	9a
79.3	80.1	9160	12c
1.8	5.8	13371	7e
2.1	4.1	8770	6c12
0.6	1	9291	2
18.2	20.1	8699	7d12
48	51	14345	12a
1.3	6.9	7858	6e2
6.5	9	8414	6d
7.8	9.5	8092	6d
3.1	8.4	11950	9a
18.8	22.8	2355	7e12
0	0.4	12212	2
16	20	8751	7d1
22.5	26.5	2869	7c1
0.1	1.7	12140	2
0	0.5	8485	1
15.6	26.45	12199	7b
0	0.3	12313	1
0.3	1	8582	3
0.2	0.6	13804	2
1.5	2	7041	3
0	0.7	8628	2
15.8	24.7	2341	6d2
7.5	8.5	13978	6
0	2	7635	2
2	3.5	7594	7c1
20.8	29.8	7976	7e2
19	33	8191	7c
11.2	22.3	2377	7d1
2.15	4.3	9169	6c2
3.8	7.9	8547	6c2
0.3	0.6	8112	6e
0.4	1.4	9099	2
0	1	14336	2a
0.5	0.9	8486	3
7.5	16.4	2360	7d12
0	0.45	12197	1
7	13	2299	9a
2.2	3.8	14355	6c
7.6	7.85	13825	712
2.2	10.5	8089	7c1
4	54	13523	5d
0	0.2	12043	1
0.05	0.4	13752	2
2.8	4.4	8669	7d1
58	60	14359	7
60.5	63.9	1933	9a
4.85	20.6	12361	6d2
0.9	4.9	11742	4a
3.8	5	8642	7d1
3.1	3.6	13899	6b2
2	13	8190	6e
5	8	12045	7a
8	20.3	2538	9a1
5.5	6	11966	9e
4.65	5.5	13543	7d1
1.8	3	12192	1
28	29	7967	7a
3.5	3.8	13230	2b
0	0.7	7974	1-2
1	1.2	8729	6c1
11.45	15	13771	9a
35.7	47.3	7522	12c
1.2	2.8	8668	6d1
4.8	8.9	2505	7c
4.9	8.6	13687	6c1
9.2	15.2	13462	7d
1.4	2.6	9152	6b
0	0.5	7848	2
11.5	18	12152	9
0.4	14.7	13474	6b
3.8	5.1	13230	2e
11.1	16.55	7971	6d
2.6	3.4	12353	6a
0	0.3	8390	1
1.7	2.2	13624	9a
0.4	0.85	13671	2
5.5	10.6	8917	6d2
4.7	8	8325	6d
9.5	16	14327	2e
6.1	9.8	7961	6e
0.7	1.5	7434	14-15
0	0.6	13690	1
0	0.5	12189	1
19.3	20	7437	9a
0	0.9	7842	5
9.9	15	9665	9a
1.75	4.3	14283	6d
20.5	27	13798	11d1
14.1	16.7	9582	9a
24	29.5	13116	9b
0	0.5	2659	2
12.2	14.1	13266	2
1.2	9	8084	7c1
3.35	4.5	13283	6d12
27.5	30.5	7935	7d1
14.35	20	13973	6
0.2	0.6	2705	2
6	28	7947	7e
0.8	2.5	12422	6a
10.2	13	12134	3
4.65	16	8751	7d
36	42	6191	7a
4.7	49.8	2710	7e
0	0.25	9230	1
0	40.5	13705	2
0	0.3	8404	1
6.3	10.2	12127	3
4.2	6.25	8245	7e1
7.6	12	8894	6e
42.5	43.5	11849	9a1
2	3.2	8376	6e1
2.9	25	11922	9a
6.8	7.4	9359	6c12
9.1	9.25	14443	9c
8.6	14.8	9335	6d2
9.5	10.6	14410	9a
0.5	2.2	14355	6e
7.25	7.95	14473	9b
0.1	1.1	2417	1-2
10.5	12.2	13739	7c1
40	42.6	1328	7d
0	0.2	14369	1
0.5	8.8	13248	7
0	1	13560	1
20	30	4283	7c
74.6	79	7936	12d1
4.5	12	9260	7e12
0.2	1.2	9297	2
0.6	1.1	9151	2
6	20	12472	7d
0.2	1	13578	3
17.4	31.3	14328	11e
0	0.2	9131	1
1.2	2.3	8684	6b
0	0.9	11920	1
0	0.9	8060	3
1.1	5.4	7721	3a
0.55	1.8	8544	2
2	3.3	14277	6a
0.85	1.6	8392	6b
0	4	7612	1-2
8.7	9.9	9342	6c2
64.8	65.3	14341	7c1
2.7	2.9	8648	6d1
2.75	4.45	12545	6e
5.2	8.2	13404	7d
8	22	12251	9a
45.5	51.7	1941	7d
0	0.2	9110	1
2.3	4.6	2337	4a
3.4	8.6	13614	6e2
1.2	2.7	1935	6a
2.1	33.2	13483	6e2
28.8	40.4	13707	9a
0	10	8197	7d
3.4	3.5	9238	6c1
35.75	36	13229	6e
0.7	4.2	8258	6b
27.3	30.5	7968	9a
30.8	36	12346	9a
0.3	0.8	8840	3
9.5	12.8	14473	9b
0	0.4	9245	1
4	8	7651	7a
19.8	20.9	13127	9a
7	11.8	7714	7c
6.4	10	9286	6c2
35.9	45.2	14352	4-9e
1.8	3.5	13842	9a
7	16	8580	7e2
6	12	8890	6e
8.9	13.2	8915	6d2
5.45	15	2067	9a
4.25	6.2	12236	9a
1.8	2.3	9270	3
6.9	8.8	7870	6d2
1	3	8260	6b
0	0.05	13751	1
8.5	14	9159	7e2
1.5	3.3	8612	2
0.5	1.5	7730	7d
38.5	52.4	14340	6e12
2.4	5.4	8321	6d
8	10.4	11854	9a
0	0.5	9174	1
0	0.8	8706	2
0	0.85	2372	1
0	0.3	13658	2
0.15	0.6	13398	2c
28	30	7628	7e
8.7	10.3	7721	3a
0.8	12.3	9349	6b
1.6	1.7	13834	2
2.8	3	9307	2
8.5	9.9	14468	12b
3.2	12	8453	6c2
0	0.25	12356	1
0.9	2	14386	3e
4	6	487	7-12e
0.6	4	8963	6e
7.7	13.1	12052	7c
0	0.6	7088	1
65.5	71.7	2081	9a
12.6	18	2425	9a
2.6	25.7	6783	9a
0.4	1.05	8737	3c1
1.65	2	14252	2
0	9.5	13734	7c1
17.2	18.1	11755	7d1
0.3	1.2	13721	3c
1.8	4.6	8545	9a
9.6	14.5	8388	7d2
3.5	5.9	12558	6e
0.7	1.5	9282	3
13.5	18.3	13742	7d1
2.8	5.5	8719	6d1
4.8	8.3	8423	6e2
0	0.35	8331	1
2.7	4.3	1210	4a
0	0.5	8634	1
8.4	17	13763	9
0	2	4372	2
1.2	1.6	13298	3
0.4	1.3	12089	2
0.2	1.1	11960	9a
11.9	20	7489	9b1
3.5	5	13699	7c1
12.7	20	2416	9a
0.2	2.2	13853	2
3.2	5.1	9165	6e1
18.5	22.5	7934	6d2
22	60	8276	7
24	26	8197	7d
0	0.1	9350	1
3.7	6	1925	6d
1.4	2	13537	4c
0	2.9	1810	4a
0.4	0.8	8632	6a
0	0.05	9330	2
4.5	6.7	13360	7d
0	0.5	12104	1
1.5	3.6	11937	2
25.5	25.8	12556	7e
0.5	3.3	12302	2
7	8	13597	2
3.4	4.4	8233	3
4.3	14.5	11930	6e2
11.2	13	7903	9a
2.4	3.8	9042	6b
10.8	19.15	11759	7e1
1.6	2.1	13491	2
10	10.5	13448	9b
0	0.9	14471	1
3.8	4.9	8624	2
2	16	11840	6b
4.1	6.9	7911	6d2
0	28.8	13708	2
3.1	3.9	9216	6d12
4.2	15	8493	9a
0.5	4	7743	2
13.25	13.7	13447	7d1
22.1	22.8	7913	11c1
0	0.4	8898	2
1	6.75	9385	6b
0	0.3	8008	1
20.8	21.5	13229	6e
19.1	20.8	7878	12d1
16.9	18.1	14472	12a
0	0.2	8546	2
11.5	18	13564	7c1
40	46	5807	9e
28.75	56.76	1946	9a
26	40	8199	7e
3.5	10.5	13383	7c
0.5	1.2	8500	3
1.6	2.4	8719	6b1
1.1	4.5	9613	3
3.7	4.2	859	6e
4.1	5.2	7070	6e12
13.05	13.3	8005	6d2
3	5	13164	9a
0.5	1.5	7772	2
2.8	3.2	2018	2
16.7	22.7	2546	7c
14.5	26.2	11930	6d12
9	12.5	11957	9a
42	60	7476	9a
10.3	13.8	2568	9a
1.35	4.65	8897	7d
3.7	10	7927	9a
11.9	15	8522	6e2
4.9	5.6	1799	9d
3.45	3.8	7065	5b
0.3	1.3	7796	2
0.9	2.3	8450	6b
16	20	6259	9a
0.2	0.9	9366	3
6.6	8.4	13249	4e
2.25	3.8	14404	7e
32	34	5806	9e
0.3	2	9204	3
65.5	71.1	11981	7d1
0.9	1.2	9225	6b2
0.2	3.8	13914	6e1
68	72	6355	9a
55.5	56	1933	9
0	0.78	13146	2c
13.7	15	8330	6d
12.7	14	12147	7d2
7.6	9.2	9564	9a
50.5	55.45	8074	9a
26.6	35	12038	9a
0	0.15	9757	1
0.15	0.5	13909	2
0.9	6.8	9367	6b
0.6	4.35	8801	6b
1.8	2.1	9045	2
3	15	13552	9b
1.5	1.7	13627	7c1
112	114	7020	12a
0	4	11760	6b
2.65	2.8	9213	7e1
0	0.3	9257	1
29.95	32	12359	9a
12	14	13689	9
16	23	12170	6d2
16.9	27.3	7531	11b
9	9.3	13963	6
9.7	13	2713	6d2
6.8	13.5	13304	7e2
26.45	32.2	2714	7c1
8	15	1908	7a
0.8	2	8538	6d1
0.2	1.2	12351	2
1.05	1.7	8738	6c1
3.4	4.15	12353	6d1
0	0.3	8581	1
11.8	16.6	7837	7d
3	4.5	14455	6c
2.3	6.7	7562	12c
3.1	5.5	8522	6b
0	0.4	13597	2
39.3	42.8	2498	9b
1.9	8	7588	7c1
32	42.5	1936	7d
0	12	8203	7e
0	0.9	8865	2
2.7	3.5	9727	6c
0.1	0.3	23002	2c
0.75	2	13773	6d1
0.5	3.5	7553	4a
0.7	1.8	8063	3
9.2	10.2	9133	6c2
43	51.6	11908	7d1
18.9	20	13837	9a
0	0.2	13518	1
8.85	16	11985	9a
12	16	11974	9a
7.2	18.5	9049	6d2
7.4	10.5	8450	6c2
0.3	1.3	11918	3
3.6	15.3	13660	9a
1.8	2.5	11927	6b
0.2	0.4	9045	2
1.2	1.5	1573	3
52	56	11613	12c
17.1	27.5	12217	6d
2	3	2054	9b
0	0.5	6939	2c
5.2	8.7	14387	7e
0	0.2	8079	1
0.7	2.3	9013	3
1.1	8.4	8057	6b12
13.2	15	8836	7d2
28	40	7638	9b
0.5	3	13553	6c1
0	1.4	7805	2
0	0.7	8311	1
0	0.4	8516	2
8.9	40	2502	9a
0.3	0.6	8939	2
9.6	13.8	8941	6d12
0	0.8	13337	2b
4.2	12	10764	9a
0.3	0.6	13639	3d
38	46	6357	7a
0.2	1.8	9307	2
0.9	2.5	8379	6d2
3.8	8.7	9042	6c12
0.2	0.4	9119	2
0	0.5	13114	1
2.1	2.4	8865	2
5.5	6	13543	7a
4	9.9	7610	9a
14.15	15	13539	9a
0.4	0.6	7996	3
0.9	2.2	11929	2
2.9	3.4	7648	6d12
8.15	15	8314	9a
0	0.8	12039	2
2.5	5.4	8316	6d
15.3	25.5	11893	9a
5.4	9	8471	6d2
30	34	7228	9a
4.7	7.3	1210	4a
6.4	8.5	7918	7d1
5.1	6.2	9165	6e12
13.3	27	2665	7b
4.5	5.4	13520	6d12
1.8	2.2	8820	6b
0.4	0.6	13574	3c
3.8	5.45	2074	4a
1.5	1.9	8480	6c1
0	0.1	2431	2
2	4	8273	7e
1.7	12.4	2868	6d1
3.8	4.6	9566	6b
0	0.4	9273	1
0	0.2	10761	1
2.2	2.4	8641	6d1
64	70	8276	7c
1.6	20	8557	7d1
6	13.7	13163	7d
2.6	3.6	8471	6c12
3.45	9	2363	7e1
15.8	16.4	14446	9b
10	15	14329	2
0	0.9	14385	1
6.4	8.7	9342	6b
0.4	1.1	9125	3
7.6	11.3	9103	6c2
0.6	2	13465	2
64.4	73.9	1929	9d
5.8	9.7	2676	6e2
6.5	8	8712	7c1
4	8.7	13368	6d
26	29.5	7623	9a
1.7	2.75	9068	6b12
2.7	3.4	8555	6e12
2.5	5	13790	3e
0	0.5	8681	2
16	54	13141	9a
3.4	3.7	9275	6a
23	24.8	12160	6d2
5.5	7.4	2797	6d2
24	31.2	13160	9a
21.2	28	7967	7d
0.85	1.35	8896	2
9.35	13	7719	7
1.7	2	8477	6c1
0.5	5.15	1921	6c2
9	29	2446	9a
0	2.7	1702	2a
2	3.6	8540	7c1
1.1	2.6	7926	7d12
11	18	676	7a
16	16.5	9436	9b
1.1	7.4	9405	6b
9.1	18.3	8009	6d2
3	5.7	1356	4a
1.1	3.8	8525	6b
13.25	17	13963	6
4	9.1	2320	4a
6	45	9244	7e
0.9	11	7290	14-15
40	46	4395	12e
1.1	1.8	9269	2
4.9	30.1	13785	9a
0	0.4	1698	1
0	1.1	2322	2
7.5	10	8467	7e2
0.7	2.1	8700	2
0	2.1	2680	2
9.5	10.3	13967	6
8	11	9663	9a
7.5	11.2	13493	7d2
7.8	8	8720	7d1
60	66	4279	12e
12.5	24	8092	6d2
21.5	21.7	13111	9a
0.25	3.5	7740	7e1
33.8	35.8	14269	12d
2	6.5	8417	6c
1.15	1.35	8798	2
5.5	8.5	14393	9a
3.5	4.6	8665	6e12
22	26	6357	7d
0.55	1.25	7735	7d12
2.8	4.3	2418	6d12
9.8	10.25	13531	9b
2.4	6.5	8838	6c2
1.55	6.7	8345	6d
0.6	1.5	8461	6b
4.2	9.9	7882	7e12
0	2	7932	2
0	0.4	13473	2c
26	34	2702	7b
0	0.2	11961	2
1.1	3.6	13650	7d1
6.6	8.6	1802	9b
2.6	3	14455	6c
13.6	15	9126	6d2
0	4	12047	2a
5.6	25.2	1799	9a
0	0.5	13964	1
10.2	11.2	7905	7c1
46	60	5807	9a
0	0.3	7852	2
1.6	1.7	8599	7d12
0	1.5	14378	1
17.6	18.1	13112	2c
72	94	6355	9a
16	20.5	13799	9a
0	0.8	6249	1
10	14.5	8698	6e2
0	0.7	8266	1
9.7	10	9359	6c12
0.6	3.2	12126	2
0.1	1.1	9733	3
0	0.6	7797	2
3.1	6.3	13392	7d
0.2	1.4	7675	2
20.1	24.9	8699	7e1
3.3	4.8	9229	6e2
0	1	14447	2
12.4	13.2	2868	6b
1.2	2.4	12352	3d
2	3.8	1276	3
0.78	20.4	13146	2d
3.2	6	9036	6c
1	1.75	2293	3b
1.2	2.2	13266	2d
4.3	6	13580	9a
50	64	7080	7e
0.25	1.3	8756	3
2	8	8221	6b
36	38	488	9
3.1	4	11947	6d
16.4	23.7	13478	6c12
7.9	9.2	8547	6d2
0	0.8	7608	1
2.6	8.65	13807	3d2
9.1	20.8	14343	6e
4.8	6.2	13450	6d1
29	30.5	14258	7c
0	1	8344	1
0	0.6	2447	2
0	0.15	13679	2
33.5	35.7	12171	7
11.5	13	13616	9a
2.5	3.1	13154	2
2.5	4	8633	7d1
32.5	40.7	13488	6d12
2.4	30	10064	9a
4.3	5.2	12133	2
0	7	13651	6d
0	0.2	13112	2
9.2	11.2	13148	9a
0	0.35	7533	1
5.1	11	12109	9a
0	4	7642	2
13.55	14.6	14451	12b
0.3	2.5	7511	4a
1.2	3.2	11891	6a
7.5	9.6	10652	7d
0	2.5	7813	1-2
0.3	1.2	8405	3
1.15	3.2	8489	6e1
44.75	46	2711	9d2
0.4	2.5	13614	6e1
0.7	2.7	7696	7d1
2.6	8.2	14288	6d
0.3	1.3	8394	3
7.1	16.6	1354	9a
52	54	14359	7c
0.1	0.6	9357	2
0.4	1.25	9088	3
11.3	11.7	9748	7a
3.9	7.9	9217	7e12
12.5	18	2798	7d12
10	21	12160	6d2
0	1.1	8491	1
0.1	0.8	9351	2
6	7.8	8013	6d2
36	52	1001	6e
15.9	19.6	6323	7
5.2	7.7	12307	7c
0	0.4	9041	2
0.3	1.1	9258	3
3	4.3	13675	7d12
3.75	11.4	13770	7c
1.1	2	8658	6a1
0	46.2	13782	2
12	12.5	13379	7b
10	12	6626	7e
0.5	1.5	8566	6c2
0.5	1.1	13730	3
2	28	11308	9a
18	38	676	7e
4.7	9	9225	6e2
0.5	0.8	12186	2
84	116	2215	9a
2	14	1001	6d
1.3	5	11919	7d1
10	11.9	6214	9a
0	0.65	7706	3
26.1	33.6	14343	6d
19.4	23.9	9622	9a
43.8	46.5	13228	7e
34.75	35.4	8074	9a
4	5	13597	2
15.6	16.1	13875	9b
2	7.5	7527	4
9.9	11.8	14468	12b
2.2	3.9	7941	6e1
4	21	12165	6d2
3.5	6.35	7578	3
0	2	11984	2
13.9	16.8	13739	7d12
0	0.3	8587	1
0.3	0.9	8379	6b2
2.75	6	8806	6c2
8.9	15.1	11852	9a
10.9	11.35	11974	9a
2.5	5.5	14393	9a
0	0.2	2361	1
0	0.25	7739	1
0.1	0.3	8869	2
4	6	13234	7c
49.5	71.6	1321	9a
0.8	1.6	8706	2
9	10.7	8241	7e1
3	7	12311	7d1
46	52	4395	12
5.2	6.7	13436	7c12
0	3	7898	2
0	0.1	2434	2
71.2	79.3	9161	9b
2	6	5646	7e
3.15	10.7	12552	6e
9.25	11.48	14443	9b
7	9.4	2546	7c
1.7	8.1	8551	6b
29.7	33	12215	9a
12.2	17.6	7865	7e12
11.1	12.6	8441	6d2
0	1	14394	1
72.4	74.1	11982	8c1
7.6	8.5	9241	6c2
52	56	1001	6c
0	0.4	13764	1
0.75	1.3	8465	2
72	96	5885	7d
5.7	8	8263	6d
3.65	6.4	7918	7c1
7.35	10	9072	6c2
1.8	3.1	13579	7d1
31.2	37.5	7034	8c1
1.1	3.65	13397	7d12
2	2.7	14324	2a
56.8	60	13480	9a
17.7	18.5	9678	12d1
0.55	2.8	7406	14-15,3
3.8	9.6	14404	7e
7.1	13.8	13881	6a
10.6	12.7	13279	6d1
3	6.2	12180	7c1
0.15	0.6	9240	2
10	15.4	9723	7d
3.8	10	2858	9a
1.8	42.3	1319	7e
3.7	8.7	2682	7d1
1.7	1.8	8820	6b
0	0.1	9356	1
0	0.35	9753	1
0.3	3.05	12338	2a
2	2.8	9216	6a
3	42	2034	9a
6.8	12	10657	9a
0	0.3	13603	1
2.7	5.5	6976	4c
0.6	1.7	7061	3
8.1	12.1	12031	7c1
0	0.4	11910	2
16.7	29.1	9744	8d1
13	14.5	14268	9a
2	2.9	13409	7c
2.2	4.2	8658	6d1
1.5	2.85	12165	6
0	2	641	1
1.8	2.5	14331	3
70	76	9419	12e
30	38	11308	9a
0	0.2	8426	1
0	2.2	7754	2
1.1	2.1	7824	1-2
0	0.1	7052	1
74	117	2790	9a
20	32	9429	7c
4.5	12.7	12146	6c12
10.4	21.5	14430	6e
2	2.15	14252	2
3.1	5.1	9271	6c2
0	0.4	7586	1
13.5	14.5	13793	9a
37.2	39.1	12131	7c1
9.2	10	11876	4a
1.3	4.1	13808	6e1
57	65	14319	7d
1.2	1.7	13600	2
22.2	24.2	11747	7c1
7.7	10.5	7583	7d12
2.9	7	453	9b
8.1	12.2	7864	6d2
1.3	1.8	7452	14-15
2.1	2.9	8859	6e1
66	76	4375	8d1
26.35	29.05	7537	7c1
3	7	7008	6a
0	16	7132	7e
11.4	11.6	13539	9a
10.6	18	9340	6e2
7.5	8.5	11819	7b
5	7.4	8705	7e12
0	6	13143	7b
0	0.05	9383	1
12	13	11966	9a
0	1.5	14403	1
2.8	3.1	9213	7e1
16	22.35	13883	12d
1.3	4.5	8409	6c
4.7	5.6	13426	2
10	40	8097	9a
0.9	1.5	8250	6
6.3	10.45	13229	6d
1.3	2.7	8028	6b2
2.15	2.8	13303	6d1
0	0.1	12173	2
18.3	24	9686	9a
6.85	8.7	9629	7e
1.5	3.35	13283	6d12
3.2	8.6	8238	7e
32.5	42.9	9578	9a
0.3	2.6	8098	2
0	0.5	8333	1-2
0	0.6	8962	2
0	0.3	7738	1-2
0	0.4	8249	1
0	6	13296	7e
20.3	21.5	7851	8e12
7.5	12	8816	7e2
0.8	4	7790	7d
4	5.2	7887	6d2
19	21	2702	7e
1.3	2	7836	3
3	3.6	13338	4-9a
1.8	3.4	11973	6d
13.6	19.5	13134	8a
0	0.7	13377	1
1.9	3.7	8924	3
0.7	1.1	8904	3
0	0.6	13162	1
16	20	6365	7d
13.68	13.93	14443	9a
25	48	13545	9a
1.1	2.25	14442	5b
0.4	3.4	8233	3
3.05	4.6	13966	4
3.55	5.5	8463	6d1
0.9	2.8	8883	6b
2.4	5.05	12320	9b
5.15	14	1921	6d2
0	0.15	7778	1
0	4	7627	1
5.1	6.3	13229	6e
1.4	3.6	12093	4a
0	0.1	8878	2
40.5	45	13704	9a
8	9.4	11974	9a
0	0.35	13760	1
10.4	14	9034	7d
0	0.1	23002	2
2.05	2.4	12160	6c12
7.9	12.9	8525	6d2
48	50	4279	12b
20	22	6259	9a
0	0.1	12092	2
0.5	4.9	2307	4a
0.25	0.7	8555	6a
0	0.1	13736	2
3.6	9	9144	6e2
0.1	2.4	9742	3
45	54	8184	9d
14.7	21.6	13474	6c12
0	0.6	13465	2
1.9	19.5	2979	9a
0	0.9	9279	2
2.45	4.8	7043	4a12
2.95	19.4	9622	9c
1.8	2	9307	2
0.3	1.1	13445	3d12
3.5	4.35	8545	9b
0.5	8	1908	7d
8.5	13	13978	6
0	0.8	13449	2b
10	18	4260	7c
4.2	4.28	14443	9a
0.05	0.2	7770	1-2
0	0.8	7789	2
0.4	1.7	13753	3
0	0.4	8736	2
0.2	0.6	9378	2
1.45	2.5	13354	7d
0	1	7818	1-2
5.1	7	1701	9a
24.6	30.9	12331	9a
2.95	3.2	13669	9a
2.5	2.8	8719	6e1
6	7	13457	7
0	1.1	7824	1-2
0	1	8229	1
2.3	3.1	9271	6d1
1.45	4.4	13590	7d1
5.2	8	9614	7d
1.1	2.8	2418	6c
27.5	30.25	11849	9a
80	98.2	1279	9a
0	0.75	11937	2
6.8	8.55	13538	7c1
1.1	7.1	9096	6b12
0	1.8	8567	2
22	24	6244	9a
14	32	14376	7c
14.2	20.8	7975	6d2
0	0.3	12337	1
0	0.6	7060	2
1.4	3.4	9275	6b
0	1	6984	2
0	0.5	8857	2
5.8	7.8	2423	6c12
13.55	16	8789	6e
1	2.15	8268	6b
0.4	4	12238	4b
0	0.3	8861	1
5.5	5.8	9209	7d12
8	8.5	13543	7c
0.15	1.5	448	1-2
0.75	2.4	8835	6b2
13.3	15.4	12049	9c
